judul,isi_laporan,info,link,impact,urgency,prioritas
"Permohonan Kejelasan Status Jalan Dan Akses Publik Di Jl. Terusan Gunung Batu, Cicendo Bandung","Kami menyampaikan permohonan kejelasan terkait status dan pengelolaan akses jalan di jl. terusan gunung batu, kel. sukaraja, kec. cicendo, kota bandung.

lokasi:
jl. terusan gunung batu, sukaraja, kec. cicendo, kota bandung, jawa barat 40175

berdasarkan kondisi di lapangan, terdapat indikasi bahwa akses jalan tersebut seolah dikuasai oleh pihak pengembang (developer), antara lain dengan adanya pembatasan akses berupa portal. di sisi lain, jalan tersebut memiliki fungsi strategis sebagai jalur penghubung yang digunakan masyarakat luas untuk mempersingkat waktu dan jarak tempuh.

pembatasan akses ini menimbulkan ketidaksesuaian antara fungsi aktual jalan sebagai jalur lintasan publik dengan pengelolaan yang bersifat terbatas. kondisi tersebut berpotensi menghambat mobilitas masyarakat serta menimbulkan ketidakpastian terkait status jalan.

selain itu, kondisi fisik jalan saat ini terpantau kurang terpelihara dan cenderung mengkhawatirkan, sehingga berdampak pada penurunan kenyamanan dan keamanan pengguna jalan. hal ini mengindikasikan keterbatasan atau ketidaksanggupan dalam pemeliharaan infrastruktur oleh pihak pengelola saat ini.

dalam konteks tersebut, apabila jalan dimanfaatkan secara luas oleh masyarakat, maka diperlukan kejelasan status serta penanganan yang sesuai dengan standar pelayanan publik agar tidak terjadi ketimpangan antara pemanfaatan dan tanggung jawab pemeliharaan.

sehubungan dengan hal tersebut, kami memohon:

1. kejelasan status jalan, apakah merupakan jalan umum atau masih menjadi bagian dari pengelolaan privat.
2. peninjauan terhadap pembatasan akses (portal) agar selaras dengan fungsi jalan bagi kepentingan masyarakat luas.
3. evaluasi kondisi fisik jalan serta tindak lanjut perbaikan guna menjamin keselamatan dan kenyamanan pengguna.
4. apabila memenuhi ketentuan, pertimbangan penyerahan pengelolaan jalan kepada pemerintah kota bandung.

dasar aturan:

1. undang-undang no. 38 tahun 2004 tentang jalan, yang mengatur bahwa jalan umum diperuntukkan bagi kepentingan masyarakat luas dan harus menjamin keselamatan pengguna.
2. undang-undang no. 1 tahun 2011 tentang perumahan dan kawasan permukiman, terkait kewajiban pengembang dalam penyediaan serta penyerahan prasarana, sarana, dan utilitas umum (psu).
3. peraturan menteri dalam negeri no. 9 tahun 2009 tentang pedoman penyerahan psu perumahan dan permukiman.
4. undang-undang no. 23 tahun 2014 tentang pemerintahan daerah, terkait kewenangan pemerintah daerah dalam pengelolaan infrastruktur dan pelayanan publik.

demikian laporan ini kami sampaikan. besar harapan kami agar dapat dilakukan peninjauan dan penetapan kebijakan yang memberikan kepastian hukum, keadilan akses, serta menjamin keselamatan dan kenyamanan masyarakat.

atas perhatian dan tindak lanjutnya, kami ucapkan terima kasih.","  SELASA, 2026/04/07 |   LAINNYA TERKAIT INFRASTRUKTUR JALAN |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/permohonan-kejelasan-status-jalan-dan-akses-publik-di-jl-terusan-gunung-batu-cicendo-bandung-202604070844581775526298319,3,2,6
Jalan Rusak Minta Aspal Krn Dijadikan Rute Angkot,"Jl tampomas kec lengkong sering dilewati angkot dan mobil umum karena ada banyak cafe,resto dan sekolah jd cpt rusak. tolong segera di aspal sudah 2thn. lokasi kejarian jl tampomas, kec lengkong, kel malabar","  SENIN, 2025/11/24 |   JALAN BERLUBANG |   LAPORAN 1 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-rusak-minta-aspal-krn-dijadikan-rute-angkot-202511201355161763621716978,3,2,6
Pengelolaan Sampah Organik Di Pasar,"Seringkali saya mendapati bahwa sampah organik pasar tidak terangkut karena penuhnya tempat pembuangan akhir (tpa). selain itu, fasilitas pengolahan sampah organik di pasar-pasar tidak memadai. sebagai contoh kasus, penumpukan sampah organik di pasar caringin akhir-akhir ini.

untuk itu, saya ingin menyampaikan usulan sbb:

1) pedagang diwajibkan memilah sampah organik, dengan memasukkannya ke wadah terpisah menurut jenis buah atau sayurannya masing-masing, tidak dicampur. misalnya: cangkang durian di wadah terpisah dengan sisa sayuran wortel.

2) pengelola pasar, apabila tidak dapat mengolahnya, maka harus dapat mencari lahan kebun pertanian yang dapat mengolah sampah organik tersebut menjadi kompos. idealnya, kebun tersebut adalah kebun asal. misalnya, sayuran yang dijual di pasar tersebut dikirim dari sebuah kebun di lembang, bandung. maka, sisa-sisa sayuran organik yang telah dikumpulkan pedagang itu dikirim ke lembang lagi.

demikian usulan ini, diharapkan dapat mengurangi beban pengolahan sampah di pasar dan tpa.
pengolahan sampah organik menjadi terdistribusi karena didukung oleh lahan pertanian (kebun) asal pengirim produk pertanian buah / sayuran tersebut.","  SENIN, 2025/11/17 |   PENGELOLAAN SAMPAH |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pengelolaan-sampah-organik-di-pasar-202511171802221763377342184,2,1,2
"Kerusakan Permukaan Jalan Di Ruas Gegerkalong Hilir – Sari Endah, Kota Bandung","Yth. perangkat daerah/pemangku kewenangan yang bertanggung jawab atas pengelolaan dan pemeliharaan jalan,

dengan hormat,
disampaikan bahwa terdapat kerusakan permukaan jalan di sekitar depan jl. gegerkalong hilir no. 148, pada ruas jalan menuju jl. sari endah, kecamatan sukasari, kota bandung, jawa barat 40153.

kondisi jalan yang rusak tersebut berpotensi mengganggu keselamatan dan kenyamanan pengguna jalan, terutama pada jam lalu lintas padat dan saat kondisi cuaca hujan. hingga laporan ini disampaikan, belum terlihat adanya perbaikan permanen di lokasi dimaksud.

sehubungan dengan hal tersebut, kami mohon agar instansi terkait dapat melakukan pengecekan lapangan dan segera menindaklanjuti dengan perbaikan yang memadai, guna mencegah risiko kecelakaan dan kerusakan yang lebih parah.

demikian laporan ini kami sampaikan. atas perhatian dan tindak lanjutnya, kami ucapkan terima kasih.

hormat kami,
pelapor","  MINGGU, 2025/12/28 |   INFRASTRUKTUR JALAN |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/kerusakan-permukaan-jalan-di-ruas-gegerkalong-hilir-sari-endah-kota-bandung-202512281336301766903790768,3,2,6
Preman Parkir Meresahkan Di Jalan Pajajaran Bandung,"Yth. satpol pp/dishub kota bandung/ybs. dengan hormat dan apresiasi atas kinerja dan ikhtiar yang dilakukan untuk mewujudkan kota bandung yang lebih nyaman untuk semua, bersama laporan ini saya, warga kota bandung yang resah, sangat resah terhadap keberadaan tukang (preman) parkir yang menggetok tarif diluar tarif rata-rata. praktik tersebut bertentangan dengan peraturan wali kota bandung nomor 121 tahun 2022 tentang penyelenggaraan perparkiran, khususnya ketentuan mengenai: -penetapan dan pemberlakuan tarif parkir resmi oleh pemerintah daerah; -kewajiban pemberian karcis parkir sebagai bukti pembayaran yang sah; -larangan pungutan parkir di luar lokasi parkir resmi; -penertiban dan pengawasan parkir oleh perangkat daerah terkait. di lapangan, masih ditemukan oknum parkir liar yang: -menarik tarif parkir melebihi ketentuan; -tidak memberikan karcis parkir kepada pengguna jasa; -beroperasi di lokasi yang merupakan kantong parkir resmi milik pengusaha setempat; -menggunakan tekanan atau intimidasi psikis kepada masyarakat jika diberi kurang dari tarif yang diminta. kondisi ini menimbulkan keresahan publik, mengganggu ketertiban umum, serta berpotensi merugikan pendapatan asli daerah (pad), sekaligus tidak sejalan dengan upaya pemerintah kota bandung dalam mewujudkan tata kelola perparkiran yang tertib dan berkeadilan. lokasi : kopi kenangan pajajaran",TOPIK LAINNYA |   LAPORAN 1 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/preman-parkir-meresahkan-di-jalan-pajajaran-bandung-202601061345311767681931164,3,2,6
Pengurangan Bphtb Kota Bandung 8 Bulan Tidak Selesai,"Sehubungan dengan surat permohonan pengurangan bphtb no 027/bap bphtb-fs001/iii/2025 tanggal 23 desember 2024 ke bapenda kota bandung, hingga saat ini belum ada keputusan ataupun hasil dari surat permohonan tersebut. adapun surat keputusan pengurangan bphtb no 824/p-bphtb/jb-00294/y/2025 tanggal 4 maret 2025 yang diterbitkan bapenda kota bandung belum diputuskan hinnga saat ini karena terkendala pemerikasaan oleh pejabat yang berwenang untuk memutus. bisa tolong dipastikan penyelesaian masalah ini, mengingat sudah hampir delapan bulan.","  SELASA, 2025/11/25 |   TOPIK LAINNYA |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pengurangan-bphtb-kota-bandung-8-bulan-tidak-selesai-202511181135461763440546763,1,2,2
Jalan Berlubang,"Pada tanggal 28 november 2025 terdapat jalan aspal berlubang dan mengakibatkan beberapa pengendara terjatuh di area depan hotel hilton bandung jl. hos cokroaminoto no.41 - 43 bandung. apabila hujan dan banjir area tersebut atau jalan tersebut tidak terlihat ada lubang, mohon agar segera diperbaiki dan di lakukan penambalan jalan,","  JUMAT, 2026/01/23 |   JALAN BERLUBANG |   LAPORAN 1 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-berlubang-202601141243001768369380814,3,3,9
Backup Sdm Di Kantor Kecamatan,"Salam hormat, jujur saya tidak tahu apakah semua petugas atau sdm di tiap kecamatan itu seperti ini. dimana tidak ada petugas yang membackup setiap divisinya. karena kerap kali janjian dengan seseorang atau salah satu bidang, kita harus menunggu satu orang atau satu petugasnya jika kita memerlukan sesuatu. dan petugasnya malah menginkari janjinya, karena beliau bilang ada kegiatan lain. ini terjadi di kecamatan sukajadi kota bandung, untuk bidang pertanahan urusan birokrasi pertanahan. maksudnya saya yang bodoh, yang tidak tau jika di jam kerja itu petugas atau sdm diperbolehkan mengikuti kegiatan lain diluar kantor. padahal ada masyarakat yang memerlukan beliau, at least kalo pun orang yang menjanjikannya tidak ada ya harusnya ada yang menggantikan.","  RABU, 2025/12/03 |   PERTANAHAN |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/backup-sdm-di-kantor-kecamatan-202512030909121764727752337,2,2,4
Pengaduan Pungli Liar,"Pungli biaya parkir yang berlebihan di depan toserba yogya pajajaran kota bandung
kronologi:
- masuk parkir jam 15.11
- keluar parkir jam 17.52
- awal diberikan 5.000
tanggapan tukang parkir: masa 5000 dan saya bertanya balik harusnya berapa tanggapan tukang parkir: 15.000
saya menanggapi yaudah ga tidak apa 15.000 tapi ada karcisnyakan
tanggapan tukang parkir: saya ambil dulu
setelah saya diberikan karcis
isi karcis tidak wajar (foto terlampir), dalam karcis tertulis 1 jam 5000 jumlah waktu 3 jam, dan kendaraan saya (mobil pajero) dianggap mobil box

informasi sebelumnya saya parkir di pascal 23 selama 2 jam senilai 6.000 dan resmi,
parkir didepan yogya kenapa bisa semahal itu

mohon untuk di tindak lanjut pengaduan ini mengingat pastinya sudah banyak korban yang di perlakukan seperti ini. terima kasih",PARKIR LIAR |   LAPORAN 3 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/pengaduan-pungli-liar-202510121848211760269701824,3,2,6
Branhang Kotor,"Halo, selamat pagi. saya mau menyampaikan bahwa branhang di belakang rumah saya rasanya sudah lama sekali tidak di bersihkan, sekarang branhang tsb menjadi sarang nyamuk, tikus, kecoa dan hama lain nya. dan aliran air nya kurang bagus hingga mengikis tembok rumah saya. hingga menyebabkan kebocoran & rembes kedalam kamar tidur saya.
alamat saya di jl sinom 3 no 9, rt 03 rw 09, kelurahan turangga, kecamatan lengkong, kota bandung
mohon untuk di perhatikan dan di tindak lanjuti lebih jauh.
terima kasih.",SANITASI |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/branhang-kotor-202509270931001758940260144,1,2,2
Kesulitan Login Akun Salaman,"Dengan hormat,Saya bermaksud menyampaikan pengaduan terkait kendala akses akun pada aplikasi SALAMAN. Saat ini, saya tidak dapat melakukan login karena NIK saya sudah terdata di sistem. Namun, ketika mencoba menggunakan fitur lupa password, sistem meminta verifikasi melalui alamat email yang tidak sesuai dan bukan email saya , sehingga proses pemulihan akun tidak dapat dilanjutkan.Sebagai informasi, saya merupakan Kepala Keluarga dan saat ini sedang memerlukan akses ke aplikasi SALAMAN untuk mengajukan permohonan pindah domisili, sehingga kendala ini sangat menghambat proses administrasi yang sedang berjalan.Sehubungan dengan hal tersebut, saya mohon bantuan Bapak/Ibu untuk:Melakukan pengecekan dan verifikasi data akun berdasarkan NIK saya; danMembantu pemulihan atau pembaruan data email agar saya dapat kembali mengakses akun SALAMAN.Sebagai bahan verifikasi, saya bersedia melampirkan dokumen pendukung apabila diperlukan.Atas perhatian dan bantuan Bapak/Ibu, saya ucapkan terima kasih.Hormat saya,Satrio Nugroho",,https://www.lapor.go.id/laporan/detil/kesulitan-login-akun-salaman-202603051037341772681854187,1,2,2
"Keberatan, Tapi Tidak Diresponse Pihak Terkait Saat Ini Sudah Berdiri 3 Lantai? Mengapa? Ada Apa Apa?","Dengan hormat, kami salah satu warga di sekitar jl.sarijadi raya no.58 atau dekat sekitaran yamaha sarijadi , dengan ini mengadukan beberapa kendala, dengan melihat progress pembangungan gedung yang konon katanya akan dibangun 4 (empat) lantai. sementara kami warga tidak pernah merasa diminta ijin oleh pihak pengontrak maupun pemilik gedung yang akan dibangun. bagaimana mungkin? akan terbayang jika gedung tersebut jadi, 1.bagaimana cahaya matahari rumah kami? 2.lingkungan yang nyaman dan sudah cukup padat,berdempet dempetan, ditambah tiba tiba ada gedung 4 lantai muncul? dimana etika dan estetika nya? 3.pepohonan didareah kami terus berkurang, dan jika hujan besar , di jl.sarijadi raya selalu banjir dari selokan dan banyak batuan2 kecil dn sampah menggenangi jalan, baik dari lingkungan sekitar maupun banjir bawaan dari arah atas jl.sarijadi atas 4.belum lagi , kami dengar sepintas yang kerja di pekerjaan proyek tersebut hampir semua adalah pendatang dari daerah tertentu, dan tidak ada etika sopan santun ke warga , baik saat melintas maupun yang tiba tiba lokasi depan proyek jadi area tongkrongan pekerja proyek saat iistirahat, dan sangat berisik dengan bahasa logat mereka. 5.bahkan kami dengar dari beberapa sumber, mereka selain di bedeng proyek , juga menginap dengan mengontrak rumah warga sekitar, dan memaksakan over capacity, contoh rumah kontrakan dengan 6 orang , dipaksakan tinggal sampai 10 dan 15 orang. dan konon kata pengurus setempat pernah berselisih dengan warga asli. tolong di razia semua tempat kontrakan dan kos an wilayah cilandak, dangdeur sarijadi apalagi sekitar proyek, yang ngontrak tidak punya etika dan sopan santun ke tetangga/warga asli. yang punya kontrakan tinggal entah dimana hanya mementingkan uang, di komplain sama nya. 6.akhir kata kami hanya peduli kenyamanan dan ke amanan lingkungan kami, kenapa gedung itu di beri ijin sampai dengan 4 (empat) lantai, dan kami warga sekitar tidak merasa ada atau kami semua tidak pernah diminta persetujuan tetangga saat sebelum pembangunan. ada apa? dengan aparat perijinan terkait? sembunyi2? saat pengajuan pengurusan ijin bangunan? demikian laporan ini kami sampaikan, dan demi kenyamanan dan keamanan kami dan keluarga besar kami, untuk saat ini kami minta data kami di rahasiakan. mengingat arogansi pekerja proyek baik mandor dan pemimpin sampai dengan kelas tukang semua tidak memiliki sopan santun dengan lingkungan sekitar. terima kasih. hormat kami, mrs.xxxx mewakili beberapa warga berdampingan lokasi (kurang lebih ada 12 kk)",KETERTIBAN UMUM |   LAPORAN 1 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/keberatan-tapi-tidak-diresponse-pihak-terkait-saat-ini-sudah-berdiri-3-lantai-mengapa-ada-apa-apa--202602181520041771402804533,2,2,4
Keluhan Warga Rt 01 Rw 02 Cisaranten Endah Terkait Aktivitas Mengganggu Lingkungan,"Kami warga rt 01 rw 02, kelurahan cisaranten endah, kecamatan arcamanik, kota bandung, menyampaikan keluhan dan keberatan atas sejumlah aktivitas yang berlangsung di lingkungan permukiman kami, tepatnya di sekitar jl. cikajang raya, cisaranten endah, yang berbatasan langsung dengan taman balon udara.

adapun aktivitas-aktivitas tersebut antara lain:

pembakaran sampah/limbah yang menimbulkan asap, bau tidak sedap, risiko gangguan kesehatan warga, pencemaran lingkungan, serta potensi kebakaran.

kegiatan peternakan ayam di area permukiman yang menimbulkan bau menyengat, peningkatan populasi lalat, polusi udara, serta potensi penularan penyakit.

aktivitas penggorengan kopi yang menyebabkan polusi udara dan bau tidak sedap sehingga mengganggu kenyamanan warga.

aktivitas bengkel motor yang menimbulkan kebisingan saat pengetesan mesin, berpotensi kebakaran, serta tidak dilengkapi dengan apar (alat pemadam api ringan).

penjualan bensin eceran di dekat permukiman warga yang berpotensi menimbulkan kebakaran dan tidak dilengkapi apar.

suara bising dari penggunaan sound system pada acara-acara yang sering diadakan di wilayah kampung parakan saat, cisaranten indah, yang berdampak pada gangguan tidur, stres, gangguan konsentrasi, serta risiko gangguan kesehatan lainnya bagi warga.

kami memohon kepada pihak berwenang agar dapat meninjau langsung lokasi tersebut serta melakukan pembinaan dan/atau penindakan sesuai ketentuan yang berlaku demi menjaga keamanan, ketertiban, dan kesehatan lingkungan warga.

sebagai bahan pendukung, kami telah melampirkan surat keluhan resmi beserta daftar nama warga yang terdampak.

atas perhatian dan tindak lanjutnya, kami ucapkan terima kasih.","  JUMAT, 2025/12/12 |   PENCEMARAN LINGKUNGAN |   LAPORAN 7 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/keluhan-warga-rt-01-rw-02-cisaranten-endah-terkait-aktivitas-mengganggu-lingkungan-202512241432101766561530278,2,2,4
Ketua Rt 03 Rw 01 Kel Sadang Serang Kec Coblong,"Tolong di ganti ketua rt 03 rw 01 kel sadang serang kec coblong,ini rt udah ga bener,pak deden ini ga bisa ngejalanin tugasnya sebagai rt tolong di tindak dan di ganti!!setiap kali di minta tanda tangan atau keperluan untuk tidak ada di tempat..buat apa di pertahankan klo attitude nya saja jelek dan sebagai rt pak deden ini tidak jujur,semenjak nikah lagi samaistri barunya banyak tuga2 sebagai rt terbengkalai..keluarga nyasaja tidak ter urus,apalagi warganya","  SENIN, 2025/11/03 |   LAINNYA TERKAIT KETENTERAMAN, KETERTIBAN UMUM, DAN PELINDUNGAN MASYARAKAT |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/ketua-rt-03-rw-01-kel-sadang-serang-kec-coblong-202511051317351762323455366,2,1,2
Trotoar Dan Jalan Risiko Amblas,Trotoar dan jalan di wastukencana 50a kota bandung retak besar terangkat dan risiko amblas karena hujan deras dan aliran gorong2 di bawah trotoar,INFRASTRUKTUR JALAN |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/trotoar-dan-jalan-risiko-amblas-202510182226501760801210794,3,3,9
Perusahaan Princeton Digital Group Membuang Limbah Asap Hitam,"Selamat pagi
saya pegawai pajak bandung cicadas mau melaporkan perusahaan princeton digital group jalan soekarno hatta no 779, bandung rutin membuang limbah asap hitam seminggu 3-4 kali dan membuat kita sekantor menghidup nya beserta pengunjung
tolong ditindaklanjuti, terima kasih","  JUMAT, 2026/02/27 |   PENCEMARAN LINGKUNGAN |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/perusahaan-princeton-digital-group-membuang-limbah-asap-hitam-202602270852251772157145449,3,2,6
"Permohonan Surat Declaration of residence, Nationality, and Marital Status","Yth. Bapak/IbuDinas Kependudukan dan Pencatatan Sipil Kota BandungDengan hormat,Perkenalkan, saya Santi Velantia, Warga Negara Indonesia dengan KTP Kota Bandung.Saat ini saya sedang mempersiapkan dokumen untuk keperluan administrasi pernikahan dengan Warga Negara Asing di Belanda. Salah satu dokumen yang dipersyaratkan oleh pihak otoritas setempat adalah declaration of residence, nationality, and marital status yang akan digunakan untuk proses administrasi di Belanda dan selanjutnya diajukan apostille di Kementerian Hukum dan HAM Republik Indonesia.Sehubungan dengan hal tersebut, saya ingin menanyakan:Apakah Disdukcapil Kota Bandung dapat menerbitkan surat keterangan yang memuat informasi mengenai:1. Domisili/alamat tempat tinggal,2. Kewarganegaraan (WNI),3. Status perkawinan (belum menikah),Apa saja persyaratan dokumen yang perlu saya siapkan untuk pengajuan surat tersebut?Informasi ini sangat saya perlukan agar dokumen yang diterbitkan sesuai dengan ketentuan yang berlaku untuk penggunaan di luar negeri.Atas perhatian dan bantuan Bapak/Ibu, saya ucapkan terima kasih.",,https://www.lapor.go.id/laporan/detil/permohonan-surat-declaration-of-residence-nationality-and-marital-status-202603051024131772681053472,1,1,1
Pembakaran Sampah Secara Massif,"Hallo saya warga yang sementara tinggal di bukit dago selatan, per hari ini mau melaporkan tindakan anak penjaga rumah kosong yang sudah satu bulan secara massif membakar sampah dan seperti nya bekerjasama dengan penampungan untuk membakar sampah di rumah kosong yang sudah lama tidak ditempati oleh pemilik aslinya dan hanya oleh penjaga rumah. setiap hari ada 2 sampai 3x membakar sampah seperti plastik bahkan bathtub dan lemari, gerobak lainnya. puncaknya tanggal 24 januari 2026 membakar sampah dari pagi pukul 08.47 sampai magrib, kami sedang mencari data pemilik rumah kosong tersebut dikarenakan penjaga rumah tak mau anaknya disalahkan, tak ada tindakan dari rt dan keamanan karena harus memaklumi anak penjaga rumah tersebut yang bebal (chat akan terlampir sudah di screen shoot), tetangga yang lain sudah menegur bahkan sudah didatangi masih melakukan pembakaran sampah terus2an di rumah kosong yang beralamat jalan terusan bukit dago selatan no 37 blok 161 hc rt 03 rw 06 kelurahan dago kecamatan coblong bandung 40135.",PENCEMARAN LINGKUNGAN |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/pembakaran-sampah-secara-massif-202601261038271769398707100,2,2,4
Laporan Kebisingan Ditengah Pemukiman Warga.,"Di pasar sae sarijadi cafe cafenya menyetel musik kencang sampai tengah malam bahkan subuh, bukti bukti udah kami rekam. warga disekitar sangat terganggu apalagi yang punya bayi dan balita. tolong segera ditegur. banyak anak muda kumpul kumpul dan membuat kebisingan menyetel musik disko ditengah malam. sudah berbulan bulan. tolong bgt ditindak. bukti bukti video ada ya karna rumah kami bersebelahan sm pasar tersebut. buktinya berupa video dan kami juga sudah lapor ke instansi kepolisian cuma blm ada tindakan. semoga ikhtiar saya lapor kesana kemari ada hasilnya. saya punya balita yang jadi tidak bisa nyenyak tidur kasian sekali soalnya. saya sendiri juga sangat terganggu jadi tidak bisa istirahat. semoga ada solusi agar semua ini tidak terjadi kembali.",KETERTIBAN UMUM |   LAPORAN 8 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/laporan-kebisingan-ditengah-pemukiman-warga--202601260950261769395826495,2,2,4
Penutup Beton Bekas Galian Kondisinya Retak Dan Mengalami Penurunan (Berpotensi Ambrol),"Yth. dinas sumber daya air dan bina marga
kota bandung,

dengan hormat,

melalui form ini mohon izin kami menyampaikan laporan bahwa di jalan tamansari no. 73, kecamatan coblong, kota bandung (sekitar area gerbang utara itb kampus ganesha atau dekat jalan masuk ke sabuga) terdapat penutup beton bekas galian yang kondisinya retak dan mengalami penurunan serta berpotensi ambrol sehingga dapat membahayakan pengguna kendaraan.

kami mohon kiranya dinas sumber daya air dan bina marga – kota bandung dapat melakukan pemeriksaan dan penanganan lebih lanjut agar tidak menimbulkan risiko kecelakaan atau kerusakan jalan lebih lanjut.

atas perhatian dan tindak lanjut yang diberikan, kami ucapkan terima kasih.

hormat kami,
pelapor: maman surahman (wargi bandung)
email: surahman.man@gmail.com
link lokasi objek yang dilaporkan: link: https://maps.app.goo.gl/mqz9hkqsnb6sqn8ra",INFRASTRUKTUR JALAN |   LAPORAN 4 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/penutup-beton-bekas-galian-kondisinya-retak-dan-mengalami-penurunan-berpotensi-ambrol--202511130845431762998343671,3,3,9
Bangunan Tanpa Ijin Mengganggu Tiang/Kabel Listrik,Bangunan dengan alamat gg. bukit satra no. 97 rt/rw 003/001 kel. hegarmana kec. cidadap kota bandung terdapat bangunan yang belum berijin tetapi pembangunan tetap berjalan.mengganggu kabel/tiang listrik masyarakat sekitar. harap segera dicek perijin pembangunan tersebut.,KETERTIBAN UMUM |   LAPORAN 3 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/bangunan-tanpa-ijin-mengganggu-tiang-kabel-listrik-202510201759591760957999924,2,2,4
Pelayanan Antrian Mobile Jkn Di Rskgm Bandung,"Melalui surat ini saya ingin menyampaikan pengaduan terkait kesulitan mengakses layanan antrian mobile jkn untuk pengguna bpjs kesehatan di rskgm bandung.

1. antrian mobile jkn di rskgm bandung sangat sulit diperoleh.
setiap hari, aplikasi selalu menunjukkan bahwa tidak ada kuota tersedia, meskipun informasi resmi menyebutkan bahwa antrian dibuka mulai pukul 07.00 wib.
2. ketika mencoba berulang kali pada jam tersebut, kuota tetap tidak muncul, padahal menurut petugas dan informasi umum, dokter yang bertugas ada dan praktik berjalan seperti biasa.
3. keluhan serupa juga banyak disampaikan oleh masyarakat melalui komentar di media sosial, khususnya pada salah satu unggahan instagram rskgm bandung yang menampilkan banyak pengguna mengalami masalah yang sama.
link referensi unggahan tersebut: https://www.instagram.com/reel/cyu6jw0ru9t/?igsh=a2tpcmrsehvub3ex

hal ini menimbulkan ketidaknyamanan dan menyulitkan pasien yang benar-benar membutuhkan layanan kesehatan, terutama karena mobile jkn merupakan jalur utama untuk mendapatkan nomor antrian.

dengan ini saya memohon agar pihak terkait:
• melakukan pengecekan sistem antrian mobile jkn untuk rskgm bandung,
• meninjau kembali ketersediaan dan pembukaan kuota antrian,
• memberikan penjelasan resmi serta solusi yang memudahkan pasien.

demikian laporan ini saya sampaikan. besar harapan saya agar masalah ini dapat segera ditindaklanjuti demi peningkatan mutu pelayanan kesehatan bagi masyarakat.","  SABTU, 2025/11/15 |   PELAYANAN KESEHATAN BPJS |   LAPORAN 10 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pelayanan-antrian-mobile-jkn-di-rskgm-bandung-202511150752171763167937226,3,2,6
Tombol Menyeberang Di Jalan Homann Tidak Ada,"Tombol menyeberang di jalan homann bandung tidak ada sedangkan di sisi seberangnya ada (circle k jalan asia afrika bandung)

saya hampir setiap hari menyeberang lewat jalan homann bandung ke jalan braga bandung hampir ketabrak mobil karena tombolnya tidak ada dan tidak memungkinkan untuk teriak ke seberang minta tolong dipencetkan tombol

tolong tombolnya diadakan kembali
karena di kota lain tombol menyeberangnya pasti ada 2 sisi
dan di jalan asia afrika bandung banyak kendaraan ngebut karena jalan tersebut adalah lurusan","  RABU, 2025/12/17 |   INFRASTRUKTUR JALAN |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/tombol-menyeberang-di-jalan-homann-tidak-ada-202512181352171766040737292,3,3,9
Bandung Lautan Sampah,"Izin lapor adanya sampah dimana - mana di jalan sukajadi, kota bandung.

sumber: https://www.threads.com/@andrreksa/post/dwv3pidah7a?xmt=aqf0muiiyogsckjeoxwly7stxww7xoz-z82_itask9wivgtr4mwb3eyhs4l2myl42lcgvgoa&slof=1

*naha kota bandung jadi kieu? jorok.

*sama, ini udah jadi sop buat dinas lingkungan hidup kota bandung ya buat ngacangin dm laporan warganya? saya udah beberapa kali dm untuk konfirmasi laporan, tapi sampe skrg masih nihil. iya, nihil.","  MINGGU, 2026/04/05 |   PENCEMARAN LINGKUNGAN |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/bandung-lautan-sampah-202604081711031775643063081,3,2,6
