final_text,label
lampu jalan gang mohon bantuan nya lampu penerangan jalan di gang wiratma jalan jatihandap rukun tetangga sudah lama mati tidak ada tindak lanjut dulu pernah laporan ke dinas terkait tapi ternyata bukan ranah nya untuk lampu yang mati dan juga ada lampu persis didepan rumah apa bisa di cabut saja soalnya tidak berfungsi sehingga cukup mengganggu kota bandung mandalajati jatihandap detail gang wiratma pemda kota bandung,HIGH
jalan hancur sepanjang jalan dari masuk tugu komplek garuda di desa ganjaresik wado kab sumedang rusak yang terfoto sebagian kecil ada yang lubangnya dalam dan lebar disana sampai bikin motor dan mobil selip aspal sudah terkikis jadi sisa batu batu kali besar kalau musim hujan gini bikin mobil selip lokasi kejadian kabupaten sumedang wado ganjaresik jalan masuk dari gerbang komplek garuda kewenangan dinas bina marga dan penataan ruang kabupaten sumedang,MEDIUM
mohon perbaikan jalan dipermaklumkan saya adalah salah satu warga masyarakat desa cijeungjing kecamatan jatigede kabupaten sumedang sebagaimana kita ketahui bersama bahwa setelah selesainya pembangunan waduk jatigede daerah di sekitar genangan bermunculan tempat tempat yang dijadikan destinasi wisata yang dikunjungi oleh banyak wisatawan terutama pada hari libur dan akhir pekan bahkan pemerintah daerah kabupaten sumedang telah mencanangkan waduk jatigede sebagai salah satu destinasi wisata utama di kabupaten sumedang bahwa dalam pariwisata kita mengenal prinsip a atraksi aksesibilitas dan amenitas agar destinasi wisata dapat berkembang optimal dan diminati oleh wisatawan karena sebagaimana kita maklum setiap wisatawan mengharapkan setiap kunjungan wisatanya berkesan nyaman menyenangkan dan dapat dikenang namun pada kenyataannya saat ini prinsip aksesibilitas sama sekali tidak mendukung kawasan waduk jatigede menjadi destinasi wisata utama di kabupaten sumedang demikian ini ruas jalan tolengas jatigede kondisinya rusak parah sejak dipergunakan oleh bbws cimanuk cisanggarung sebagai jalur angkutan material batu untuk pembangunan bendungan cipanas dan diperparah oleh menjamurnya usaha usaha penggilingan batu di wilayah desa tolengas desa marongge dan desa darmawangi seluruhnya di wilayah kecamatan tomo menambah kesan kumuh di sepanjang jalur jalan tolengas jatigede yang merupakan jalur utama menuju kawasan wisata waduk jatigede dari arah exit toll kertajati kabupaten majalengka dapat saya sampaikan juga akibat dari menjamurnya usaha usaha penggilingan batu tersebut suplai material batu diangkut menggunakan truk truk dari quarry gunung julang yang berada di wilayah kecamatan cisitu eks quarry batu proyek waduk jatigede dan bendungan cipanas melalui jalan lingkar utara waduk jatigede masuk ke jalan pemukiman desa kadujaya dan desa cijeungjing kecamatan jatigede sehingga jalur jalan pemukiman tersebut menjadi rusak parah sulit dilalui kendaraan kecil dan sangat berbahaya bagi pengendara sepeda motor berkenaan hal tersebut di atas dengan ini kami mohon perbaikan ruas jalan tolengas jatigede ruas jalan pemukiman desa kadujaya dan desa cijeungjing yang berstatus jalan pln plta parakankondang kiranya dapat dimohon agar dapat menjadi jalan kabupaten atau jalan desa sehingga pemerintah daerah dapat mengalokasikan anggaran untuk perbaikannya menutup quarry gunung julang yang diduga menjadi galian ilegal menertibkan usaha usaha penggilingan batu di sepanjang ruas jalan tolengas jatigede sehingga apabila nanti ruas jalan tersebut telah diperbaiki tidak terkesan kumuh dan kotor demikian kiranya dapat menjadi masukan yang bermanfaat bagi pembangunan khususnya di kabupaten sumedang,HIGH
jalan selalu rusak di persimpangan terusan katamso sukasenang raya jalan selalu rusak di persimpangan terusan katamso sukasenang raya ini menyebabkan macet dan bapak ogah selalu merasa dibutuhkan untuk memperlancar lalu lintas kabupaten kota kota bandung kecamatan cibeunying kidul kelurahan cikutra detail persimpangan yang selalu macet nama instansi dinas bina marga dan penataan ruang pemda penanggungjawab kota bandung,HIGH
permohonan renofasi rumah dan bansos bapak ibu yang ter perkenalkan nama saya dedi saya seorang pekerja buruh harian lepas penghasilan saya hanya cukup untuk makan kadang hari kurang makan orang tua dan mertua saya sudah tua tidak bisa kerja yang berat saya bersama istri dan anak tinggal dirumah mertua dirumah mertua ditempati orang saya mau mengajukan bantuan kepada bapak ibu pihak yang terkait disini saya memohon bantuan untuk renofasi rumah karena rumah yang kami huni sudah mau rubuh dan ambruk kalo malam hujan kami tidak bisa tidur karena hampir tiap ruangan bocor semua termasuk kamar tidur tiang penyanggah juga sudah mulai keropos dan goyang yang kami takutkan ketika tidur atau sedang berada di dalam rumah tiang penyangganya patah dana atap rumah roboh menimpa kami yang berada di rumah kami sudah laporan kedesa dan sudah tahun laporan ke desa desa cuma bilang nanti belum ada anggarannya kemana lagi kami harus melapor dan memohon bantuan tetapi pihak desa setiap awal tahun rumah kami sering di foto tidak tahu untuk apa setiap ditanya untuk apa di foto kata pihak desa untuk bantuan bansos dan renovasi tapi semua hanya kebohongan karena tahun kami menunggu tidak mendapatkan bantuan renovasi rumah dan bansos malah mereka yang punya mobil dan kalangan menengah keatas yang mendapatkan tetangga saya bisa mendapatkan bantuan sedangkan saya dan istri satupun bantuan tidak kami dapatkan saya pernah mengadu ke desa minta bantuan bansos kata pihak desa jangn meminta bansos ke desa atau ke manapun jika masih bisa usaha maka sebaiknya usaha sendiri dari situ saya kapok meminta lagi bantuan ke desa sedangkan mereka bekerja gaji tetap dan usaha ruko grosir bisa mendapatkan bantua demikian laporan saya sekeluarga sampaikan kami mohon bapak ibu dapat memaklumi dan mengabulkan permohonan saya,LOW
trotoar pinggir jalan raya yang rusak oleh galian kabel selamat siang bapak ibu petugas berwenang penggalian kabel bawah tanah di jalan mohamad toha dari mulai perempatan tegalega hingga perempatan cigereleng hingga saat ini tidak kunjung selesai yang dimulai sejak bulan febuari namun hingga bulan mei galian ini tidak diteruskan ditinggalkan oleh pekerja proyek sehingga saat ini jalan terlihat kumuh kotor rumah kabel yang keluar dari tanah yang pasti membahayakan untuk pengendara kendaraan yang melintasi jalan mohamad toha tolong bantuan dari dinas terkait agar dapat menyelesaikan masalah ini atas perhatiannya saya ucapkan haturnuhun,HIGH
permohonan pemasangan tanda larangan knalpot bising yth bapak ibu akhir akhir ini kota bandung sedang dipenuhi oleh knalpot brong bobokan di sekitar kawasan gasibu termasuk jalan japati jalan titiran dan jalan merak banyak sekali lalu lalang knalpot brong dari pagi hingga pagi lagi di malam hari sekitar jam ke atas akan lebih banyak lagi sehingga kami kesulitan untuk beristirahat hal ini juga banyak dikeluhkan masyarakat di sosial media saya pribadi sudah pernah menyampaikan laporan kepada pihak kepolisian namun belum ada respon yang memuaskan oleh karena itu mohon bantuannya untuk memasang tanda larangan untuk knalpot brong bobokan melintas di jalan titiran jalan japati dan jalan merak harapannya agar knalpot brong bobokan tidak melintas di jalan tersebut kami yakin kita semua punya tujuan yang sama yakni kota bandung yang aman nyaman tertib dan kondusif,HIGH
bansos yang terhenti setelah suami meninggal nenek saya merupakan salah satu penerima bansos pkh sejak ada bantuan pkh bantuan tersebut turun a n nenek saya sendiri yaitu ibu karmini selain itu ada juga bantuan beras dan bpjs kesehatan yang dari pemerintah november kakek saya meninggal maka sekarang nenek saya tinggal sama anaknya yang bungsu setelah kakek saya meninggal nenek saya tidak pernah mendapat bantuan pkh lagi dan bantuan beras juga sudah tidak dapat lagi dan yang lebih kaget saat nenek saya sakit terus berobat ke puskesmas bpjs nya sudah tidak aktif dan tidak bisa digunakan nenek saya bertanya kepada petugas d puskesmas tersebut katanya bpjs kesehatan nenek saya sudah di non aktifkan terus sempat bertanya ke petugas desa tempat nenek saya tinggal terkait segala bentuk bantuan sosial yang di berikan oleh pemerintah kenapa bisa d stop akan tetapi tidak didapat jawaban yang memuaskan malah katanya sekarang karena nenek saya tinggal dengan paman saya yang punya penghasilan jadi sudah tidak berhak menerima bantuan loh kan lucu ya masa seorang lansia yang hidup sebatang kara diputus bantuan nya hanya karena tinggal dengan anaknya padahal jelas semua bantuan a n nenek saya yang masih hidup bukan a n kakek saya yang sudah meninggal saya mohon pihak terkait dari dinsos jabar dinsos kab sumedang bisa menindak lanjutinya semoga hak yang selama ini nenek saya dapatkan bisa kembali dan semoga pihak dinas sosial kab sumedang bisa mengkaji ulang data penerima bansos di desa cileles kec jatinangor kab sumedang supaya lebih tepat sasaran mohon bantuan dari pihak dinsos jabar dan dinsos kab sumedang lokasi kejadian kabupaten sumedang jatinangor cileles dusun mekarjaya rukun tetangga rukun warga desa cileles kec jatinangor kab sumedang kewenangan kabupaten sumedang,MEDIUM
informasi penyaluran bantuan benih ikan apakah ada bantuan benih ikan untuk orang sumedang berusaha di kota lain,LOW
unjuk rasa dari mahasiswa ikopin jatinangor dan upi sumedang mendesak dprd kabupaten sumedang untuk mendorong dpr ri mengesahkan ruu perampasan aset mendesak dprd kabupaten sumedang untuk mengutamakan kepentingan dan kesejahteraan masyarakat mendesak dprd kabupaten sumedang untuk memberikan kebijakan tentang perbaikan infrastruktur di kabupaten sumedang efisiensi anggaran di dprd kabupaten sumedang untuk mengutamakan kunjungan ke daerah pemilihan dibandingkan kunjungan ke luar daerah perbaikan sarana dan prasarana pendidikan di kabupaten sumedang lebih diutamakan dprd diharapkan menghimbau pemerintah daerah untuk memberikan pelayanan yang maksimal terutama di bidang kesehatan bpjs kesehatan diharapkan mampu melayani semua keluhan kesehatan penyakit yang dialami oleh masyarakat,MEDIUM
bekas pohon tumbang dan ranting pohon di trotoar bertepat di area trotoar jalan hos cokroaminoto pasirkaliki kota bandung dimana bekas pohon tumbang dan ranting ranting pohon tersebut setelah di potong tidak di angkut dan menggunung di area trotoar bertepat depan hotel hilton bandung dan perbatasan dengan hotel cemerlang samping pos polisi samping hotel cemerlang posisi di trotoar dan menghalangi akses pejalan kaki mohon untuk segera dilakukan pengangkutan dan pembersihan sampah bekas pohon tumbang dan ranting ranting tersebut,HIGH
kebakaran kebun bambu telah terjadi kebakaran kebun bambu di dusun popojok desa sukasirnarasa lec rancakalong,HIGH
longsor telah terjadi longsor pad tanggal malam hari menimpa rumah warga di dusun legok picung ds pamekaran korban seorang lansia mengalami luka ringan,HIGH
tetangga bakar sampah sembarangan halo selamat sore salam sejahtera untuk kita semua saya ingin membuat tetangga saya yang selalu bakar sampah di area komplek dan asapnya masuk kerumah saya dan keluarga yang berdampak pada kesehatan kita semua tetangga saya sudah kerap kali bakar sampah hampir setiap hari dan sudah berkali kali saya tegur tapi tidak pernah diindahkan saya minta tolong dinas terkait memberikan teguran atau peringatan terkait masalah pencemaran lingkungan ini yang bisa berdampak pada kesehatan alamat saya jalan sukaasih v no sindangjaya mandalajati saya ada bukti lengkap foto atau video terkait pembakaran sampah tetangga saya,MEDIUM
bangunan yang tidak berizin dan berdiri di atas aliran sungai yang berada di daerah sekitar jalan suryani dalam dengan ini yang peduli akan kota bandung ingin melaporkan adanyabangunan yang tidak berizin dan berdiri di atas aliran sungai yang berada di daerah sekitarjalan suryani dalam nomor a rt rw kelurahan warung muncang kecamatanbandung kulon adapun pelaporan ini kami buat atas dasar demi kota bandung bebas dari banjir pada saatmusim hujan dikarenakan bangunan bangunan tersebut merupakan salah satu yangmenyebabkan adanya banjir di daerah pasir koja holis semoga surat pelaporan ini dapat segera ditindak lanjuti oleh dinas dinas terkait kotabandung demi kenyamanan dan menuju kota bandung yang lebih baik dan kami mengucapkan banyak dan semogadapat ditindak lanjuti dengan segera kami,HIGH
rumah roboh pada hari ini minggu tanggal februari pukul wib bertempat di dsn bakan jambe rukun tetangga ds cibungur kec rancakalong kasi trantibum babinkamtibmas dan babinsa ds cibungurtelah mendatangi tkp terjadi rumah ukuran p m l m t m roboh yang diakibatkan oleh belum diperbaiki akibat bencana lini dan kondisi rumah sudah rapuh akibat kejadian tersebut menimpa penghuni rumah an bapa sarma th islam tani alamat dsn bakan jambe ds cibungur kec rancakalong luka ringan dan menjalani rontgent ke rsu sumedang dan an rendi th pelajar alamat dsn bakan jambe rukun tetangga ds cibungur kec rancakalong mengalami luka ringan,HIGH
penumpukan sampah penumpukan sampah bukan pada tempatnya berawal dari hari sebelum lebaran ada gerobak sampah eh besok nya mulai bertambah skr bertumpuk sampe mengganggu jalan bau menyengat jalan nyengseret utara b rukun tetangga rukun warga,HIGH
saran terkait cara untuk mendorong minat kaum muda masuk ke sektor pertanian mantap seperti itulah sebaran petani di sumedang berdasarkan usia tinggal bagaimana caranya agar dapat mendorong minat kaum muda dapat turun ke sektor pertanian sebagai pelaku usaha sekaligus pekerja mudah mudahan dapat solusi yang terbaik untuk kemajuan sektor pertanian di kabupaten sumedang tetap semangat,LOW
uang paguyuban saya mau tanya kalau sekolah dasar negeri apakah diwajibkan kepada setiap siswanya untuk membayar uang paguyuban dan peruntukkan uang paguyuban itu buat apa kalau untuk sekolah negeri bukankan sekolah negeri tidak bayar apa apa lagi ini bayar rb rupiah per bulan kasian kalau ada warga yang tidak bisa membayar boro boro buat bayar kayak gtu untuk sehari hari aja dari mana dan juga siswa ada pembayaran infak buat baznas tiap minggu rb per siswa kalau yang namnya infak bukan tiap minggukan tapi seikhlasnya ini udah di patok rb mungkin sekolah sekolah lain juga yang ada di kabupaten sumedang ada yang sama kejadiannya kayak gini mohon atensinya lokasi kejadian kabupaten sumedang sumedang utara jatihurip sd negeri sindang jatihurip sumedang utara kab sumedang kewenangan pemerintah kabupaten sumedang,LOW
uang kembalian dijadikan sumbangan kenapa banyak toko toko perbelanjaan ternama ketika ada kembalian kurang dari rupiah selalu ditanyakan untuk boleh didonasikan atau tidak orang beranggapan belum tentu uang tersebut benar benar didonasikan sehingga takutnya disalahgunakan,LOW
keluhan copy resep pemnelian obat diluar apotek rsud umar wirahadikusumah kronologi kejadian tanggal januari datang kontrol berobat ke poli dalam diberikan copy resep untuk membeli obat diluar seharga datang kembali berobat ke poli dalam mengambil obat ke apotek rawat jalan tanggal februari jadwal kontrol berubah karena ada pemberitahuan perubahan jadwal mengeluhkan tentang pembelian obat copy resep diluar kepada pihak apotek rawat jalan lalu mendapatkan informasi dari bapak herman petugas apotek rawat jalan bahwa obat copy resep yang dibeli diluar rsud dapat penggantian dari rsud pembelian obat copyresep diluar seharga rp di ganti oleh rsud pada tanggal februari tetapi kenapa pada saat berobat kembali ke poli dalam dan mendapatkan kembali copy resep beli obat diluar seharga rp jawaban dari bapak herman tidak dapat mengajukan penggantian kepada rsud karena hanya boleh satu bulan satu kali penggantian dan hanya obat generik saja yang mendapat penggantian dan pada saat pengembalian uang yang pertama juga rp sebetulnya itu ada kekeliruan sebagai pasien berharap ada keterbukaan informasi publik aturan harus jelas disampaikan secara lengkap,LOW
trotoar dipenuhi pkl seperti yang kita tau trotoar bukanlah tempat untuk berjualan maupun tempat parkir sejatinya trotoar adalah tempat untuk pedestrian berjalan agar aman dari kendaraan bermotor namun kenyataannya di kota bandung ini sudah terknal dan banyak sekali lokasi yang trotoarnya sudah diperbaiki namun malah diisi oleh pkl bahkan sampai ada yang membuat kanopi semi permanen menggunakan baja ringan sehingga para pejalan kaki terpaksa harus lewat jalan salah satunya adalah di jalan gatot subroto baik itu di dekat mall tsm maupun dekat dengan jalan burangrang terlebih kantor satpol pp tidak jauh dari sana tapi tidak pernah ditindak hanga didiamkan saja hingga menjamur tolong tindak lanjuti karna memang sudah haknya trotoar untuk pedestrian bukan untuk berjualan,MEDIUM
pipa perusahaan daerah air minum bocor nama lengkap nursyawal no kontak email bodor pizan gmail com ini data yang biasa diminta perusahaan daerah air minum no langganan nama nursyaf alamat lengkap jalan surapati c cihaurgeulis kota bandung rumah kosong no telepon keluhan kami hendak melaporkan adanya pipa perusahaan daerah air minum yang bocor di dalam persil sesuai alamat di atas dekat pagar rumah rumah ini rumah orang tua pelapor yang tidak ada penghuninya lagi tapi ada penyewa lahan garasi mobil saja sudah lebih dari seminggu bocor kami kira tadinya itu genangan air hujan tapi kok tidak kering lalu kami gali tanahnya kami sudah coba tambal tapi nampaknya tidak cukup kuat menahan tekanan air jadi tetap keluar air sayang sekali air terbuang percuma alamat dekat pusdai minggu lalu sudah lapor langsung ke nomor aduan perusahaan daerah air minum kota bandung namun belum ada tindak lanjut jadi saya lapor ke sini kabupaten kota kota bandung kecamatan cibeunying kaler kelurahan cihaur geulis detail lokasi kejadian rumah kosong jadi hub pelapor jika mau ke lokasi nama instansi biro badan usaha milik daerah investasi dan administrasi pembangunan pemda penanggungjawab kota bandung,LOW
parkir liar meresahkan izin melaporkan adanya tukang parkir liar yang suka maksa kalau tidak dikasih malah sebagian pelanggan ada yang disoraki tolong untuk ditindak lanjuti lokasi kejadian kabupaten sumedang cimanggung sindangpakuon seblak mahput dekat jembatan cimande cimanggung aduan ini menjadi kewenangan pemerintah kabupaten sukabumi,MEDIUM
ijin wawancara penelitian halo selamat sore abang kakak saya vallen merupakan salah satu mahasiswa sekolah tinggi hukum bandung ingin melakukan suatu wawancara untuk penelitian kami mengenai kebijakan food estate apakah kami bisa melakukan wawancara dan bagaimana prosedurnya,LOW
jalan rusak adanya jalan rusak berlubang berlokasi di jalan industri kelurahan arjuna kecamatan cicendo kota bandung mohon kepada instansi terkait untuk segera diperbaiki jalan tersebut berikut titik koordinatnya,HIGH
pengaduan pengajuan sip di mpp digital selamat siang saya mau mengajukan pengaduan saya sempat mengajukan sip di kab sumedang di rs harapan keluarga tapi sempat error dan tidak masuk ke sisdmk rs harapan keluarga di data akun saya pun kosong saat ini saya mau membatalkan pengajuan tidak bisa karena kebutuhan membuat sip ditempat lain riwayat pengajuan yang sebelumnya error masih terdeteksi ada oleh dinkes setempat tapi tidak bisa saya batalkan pengajuannya di mpp digital karena tidak ada di akun saya mohon bantuannya untuk menutup atau membatalkan pengajuan ke rs harapan keluarga tersebut karena saya tidak bisa mengakses pengajuannya di aplikasi saya kosong,LOW
kecewa dengan sop dpmptsp kab sumedang tentang pemenuhan komitmen kbli lpk rienri aysha globalindo yang beralamat di cluster jatigeulis blok a kel jatiroke kecamatan jatinangor kabupaten sumedang sangat kecewa dengan tidak profesionalnya pelayanan dari dpmptsp kabupaten sumedang yang mana pada persyaratan pemenuhan komitmen kbli di persyaratan no yang berbunyi melampirkan tanda bukti kepemilikan atau sewa atas sarana dan prasarana usaha pelatihan kerja berupa dokumen bukti kepemilikan atau sewa bermaterai cukup tetapi di akhir kami di minta tentang imb pbg dan slf yang jelas jelas tidak tertulis di persyaratan saat ini usaha kami terganggu karena tidak memiliki imb yang peruntukannya untuk usaha melainkan perumahan hunian jika sedari awal di tulis dengan cermat di persyataran kami pastinya akan lebih berhati hati dalam pemilihan lokasi usaha dan dari disnaker pun karena persyaratan kami sudah standar dengan permenaker no tahun rekomendasipun di berikan oleh pihak disnaker kabupaten sumedang besar harapan kami akan adanya solusi dari permasalahan yang saya hadapi mengingat kerugian yang terjadi karena kesalahan dari oss tentang persyaratan perizinan karena kami sudah menginvestasikan usaha kami di alamat saat ini yang tercantum di nib,LOW
pohon kawung aren tumbang menutup jalan propinsi sumedang subang pada hari senin april pukul wib cuaca extreme hujan dengan intensitas tinggi mengakibatkan pohon kawung aren menutup jalan propinsi,HIGH
pengaduan pungli liar pungli biaya parkir yang berlebihan di depan toserba yogya pajajaran kota bandung kronologi masuk parkir jam keluar parkir jam awal diberikan tanggapan tukang parkir masa dan saya bertanya balik harusnya berapa tanggapan tukang parkir saya menanggapi yaudah tidak tidak apa tapi ada karcisnyakan tanggapan tukang parkir saya ambil dulu setelah saya diberikan karcis isi karcis tidak wajar foto terlampir dalam karcis tertulis jam jumlah waktu jam dan kendaraan saya mobil pajero dianggap mobil box informasi sebelumnya saya parkir di pascal selama jam senilai dan resmi parkir didepan yogya kenapa bisa semahal itu mohon untuk di tindak lanjut pengaduan ini mengingat pastinya sudah banyak korban yang di perlakukan seperti ini,HIGH
brandgang dijadikan bangunan liar permanen brangang antara rumah di jalan karawitan dan jalan rebana turangga bandung dijadikan bangunan liar permanen kurang lebih ada warga yang membangun brandgang sehingga menghalangi aliran air kotor mengganggu kenyamanan warga sekitar,HIGH
pembayaran pbb mau menanyakan untuk nop belum muncul di riwayat pembayaran pdhal sudah dibayarkan pada tgl september mohon penjelasannya terimakasih bukti pembayaran terlampir,MEDIUM
genangan air berulang akibat drainase tidak optimal di jalan sarimanah kota bandung yth instansi terkait disampaikan bahwa hingga saat ini genangan air kembali berulang di jalan sarimanah kelurahan sarijadi kecamatan sukasari kota bandung yang terjadi setiap kali hujan dengan intensitas sedang hingga tinggi kondisi ini mengindikasikan fungsi drainase yang belum optimal sehingga aliran air tidak tertangani dengan baik genangan air tersebut berdampak langsung pada kerusakan permukaan jalan ditandai dengan munculnya retakan serta lubang di sejumlah titik situasi ini mengganggu kenyamanan dan keselamatan pengguna jalan khususnya pada jam lalu lintas padat sampai dengan laporan ini disampaikan belum terdapat penanganan permanen yang mampu menyelesaikan permasalahan secara tuntas oleh karena itu masyarakat berharap adanya evaluasi menyeluruh dan perbaikan sistem drainase secara berkelanjutan agar kejadian serupa tidak terus berulang dan kualitas infrastruktur jalan dapat terjaga demikian laporan ini disampaikan untuk menjadi perhatian dan tindak lanjut atas perhatian instansi terkait kami ucapkan kami pelaporw,HIGH
jalan rusak dan berlubang jalan rusak sudah sekitar tahun belum kunjung diperbaiki apakah dana untuk memperbaiki jalan belum cair ataukah bagaimana lokasi kejadian kabupaten sumedang cimanggung cimanggung dusun sawah peundeuy no cimanggung kec cimanggung kabupaten sumedang jawa barat aduan ini menjadi kewenangan pemda kab sumedang,MEDIUM
bayar parkir di pinggir jalan kota sumedang tidak berkarcis hampir di sepanjang pinggir jalan kota sumedang kendaraan bermotor yang parkir meski sekedar untuk berbelanja di warung sebentar dimintai uang parkir oleh petugas berseragam parkir namun saya tidak pernah mendapatkan tanda pembayaran parkir karcis dari petugas tersebut apakah petugas petugas parkir tersebut legal jika legal kenapa setelah saya membayar pakir tidak diberi karcis parkir jika petugas tersebut ilegal mohon untuk ditertibkan oleh instansi terkait sehingga kota sumedang bisa bebas dari petugas petugas parkir liar apakah parkir berlanggaran masih berlaku dan bisa diperpanjang di tahun ini untuk mencegah parkir liar parkir berlangganan bisa menjadi salah satu solusi namun kekurangannya parkir berlangganan hanya berlaku di area parkir tertentu sehingga masih membuka celah untuk adanya petugas parkir liar untuk itu apakah bisa parkir berlangganan itu diberlakukan untuk seluruh area pinggir jalan di kabupaten sumedang kecuali untuk tempat tertentu yang melakukan pengelolaan parkir mandiri dan setor ke pemda saya sebagai warga sangat tidak berkeberatan untuk membayar retribusi parkir asalkan itu legal dan benar masuk ke kas daerah namun saya sangat keberatan jika apa yang saya berikan hanya untuk kepentingan individu atau kelompok tertentu,MEDIUM
lansia terlantar seorang tiktoker melaporkan ada lansia yang terlantar di pinggir jalan sekitar kecamatan rancakalong,MEDIUM
ada indikasi baznas kabupaten sumedang tidak melaporkan pertanggungjawaban sesuai dengan uu assalamualaikum pada tanggal juni kami melaporkan bahwa petugas ppid kabupaten sumedang perihal permintaan lpj baznas kabupaten sumedang sesuai dengan uu no tahun bahwa lpj baznas melaporkan ke bupati tapi menurut informasi yang di sampaikan bahwa pemerintah kabupaten sumedang tidak menyimpan informasi yang di minta padahal dalah uu no tahun dan pp no tahun mohon perihal pelayanan publik untuk bisa menegor dan memberikan sanksi nya karena informasi tersebut adalah hak umat,MEDIUM
smpn cimanggung adaa pungutan assalamu alaikum wr wbtolong di tindaklanjuti untuk smpn cimanggung ada pungutan dana pengambilan ijazah untuk map poto dan kartu pelajar dengan jumlah uang yang di minta rb apakah itu di benarkan oleh undang undang ya,MEDIUM
project pematangan lahan yang terdampak waduk jati gede sumedang saya selaku contractor yang mengerjakan project pematangan lahan di tahun tersebut belum menerima pembayaran dari pihak pemerintah daerah sampai saat ini,LOW
sppt pajak bumi dan bangunan tagihan sppt pajak bumi dan bangunan saya tidak d bayarkan oleh pegawai desa selama tahun yaitu tahun dan pada tanggal mei saya sudah menanyakan ke pihak desa dan ngobrol langsung dengan kepala desa nya menanyakan perihal ini akan tetapi kata kepala desa nya angkat tangan dikarenakan pegawai tersebut sudah tidak lagi bekerja mohon solusinya atas kerugian saya tersebut lokasi berada di kantor desa mekargalih kecamatan jatinangor kabupaten sumedang terimakasih,MEDIUM
baiknya dibuatkan jembatan penyebrangan di pasteur depan sekolah trimulia jalan pasteur sebaiknya dibuatkan jembatan penyebrangan untuk sekolah trimulia di pasteur agar anak sekolah tidak perlu memutar kendaraan saat drop anak sekolah anak sekolah adalah asset masa depan pemerintah lindungi sebaik mungkin,MEDIUM
pju mati pju mati sudah lama,MEDIUM
permohonan pengkajian ulang mengenai rencana revitalisasi pasar cimalaka assalamualaikum warrohmatullohi wabarokatuhsemoga bapak dan keluarga beserta segenap jajaran staff pemerintah daerah kabupaten sumedangberada dalam lindungan dari alloh swt pertama tama izinkan kami memperkenalkan diri bahwa kami adalah segenap para pedagang pasardesa cimalaka yang tergabung dalam satu wadah yang bernama ikatan warga pasar cimalaka ikwapacdyang bertempat kedudukan di jalan raya cimalaka rukun tetangga rukun warga dusun pakemitan desa cimalaka kecamatan cimalaka sebelumnya perlu kami sampaikan kepada bapak bahwa kami sebagai warga yang tergabung dalamikwapaci dipandang perlu untuk memaparkan beberapa hal sebagai berikut mengenai rencana revitalisasipasar cimalaka diantaranya kami sangat menyetujui mendukung dan memberikan apresiasi terhadap rencana pemerintahan desasetempat perihal rencana revitalisasi pasar cimalaka sebab kelak kemudian hari jika terlaksana akansangat berpengaruh terhadap perkembangan iklim bisnis di wilayah desa cimalaka khususnya parapedagang yang menempati kios kios di tempat tersebut selain bangunan yang tertata rapi bersih jugatentunya menjadi nilai tambah dan akan ter ekspose secara baik mengingat pasar desa cimalaka adalahsuatu tempat yang dilalui oleh jalan nasional sumedang cirebon yang tentunya ini akan dapatmeningkatkan volume pembeli yang hendak berbelanja di pasar desa cimalaka namun sehubungan dengan rencana revitalisasi pasar cimalaka tersebut saat ini kami sebagai parapedagang melihat dan mengkaji beberapa hal yangdianggap telah terjadi kejanggalanterutama dalam prosesperencanaan awal hingga berjalannya beberapa tahap proses pengerjaan tempat penampungan berjualansementara tpbs yang bertempat di area alun alun kecamatan cimalaka diantaranya sebagai berikut pernah soriliebahwa dari mulai direncanakan dan atau pada saat menjadi wacana akan dilakukan revitalisasi pasarcimalaka kami selaku warga pasar tidak diberikan sosialisasi terlebih dahulu mengingat sosialisasiadalah hal yang sangat penting bagi kami sosialisasi mana alangkah lebih baiknya dipaparkanterlebih dahulu perihal rencana hingga aspek aspek positif atau aspek negatif yang kelak akan terjadikepada warga pedagang pasar pernah dilakukan sosialisasi namun pihak desa seolah olah telah menunjuk dan bekerjasama denganpihak ketiga yakni pt bangun bina persada yang berkantor dan bertempat kedudukan di kotabekasi sehingga pada saat kami diundang di kantor desa secara tiba tiba kami diperlihatkan siteplant dan gambar bangunan pasar yang baru bahkan seketika itu pula langsung dibuka pendaftaranbagi pedagang yang berminat untuk pembelian kios kios dengan kisaran harga rp tigapuluh juta rupiah per meter bahkan dibuka pula pendaftaran secara umum bagi peminat yang berdomisili di luar desa cimalaka dan sekitarnya yang selama ini telah menjadi pedagang tetap dipasar cimalaka serta secara langsung dumumkan dan disebar kepada seluruh pedagang tentu inisangat memberatkan bagi kami telah diterbitkannya barita acara yang memuat perihal harga kios dengan ketentuan sebesarrp lima belas juta rupiah per meter persegi hemat kami berita acara tersebut tidakbisa dijadikan landasan sebab pada saat itu hanya dihadiri oleh sembilan orang warga pegadang pasar yang hadir di ruang rapat kantor desa cimalaka sehingga tidak dapat memenuhi kuorum dalam menentukan suatu keputusan,MEDIUM
kebakaran telah terjadi kebakaran di dusun cisoka desa sukamaju kejadian sekitar pukul wib tanggal maret akibat arus pendek listrik tidak ada korban jiwa kerugian satu buah motor dan material bahan bagunan atas nama yusup dua rumah atas nama dewi kerugian sekitar juta,HIGH
